Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,34.919998,35.400002,34.099998,35.119999,23.105904,13767900
2013-01-03,35.000000,35.000000,34.160000,34.830002,22.915108,16739300
2013-01-04,34.619999,34.889999,34.250000,34.389999,22.625628,21372100
2013-01-07,34.150002,35.450001,34.150002,34.459999,22.671679,17897100
2013-01-08,34.290001,34.639999,33.360001,33.709999,22.178249,17863300
2013-01-09,33.610001,33.950001,33.610001,33.900002,22.303257,18800400
2013-01-10,33.660000,34.000000,33.330002,34.000000,22.369038,15658100
2013-01-11,33.590000,33.900002,33.349998,33.849998,22.535475,11191500
2013-01-14,34.009998,34.250000,33.799999,34.090000,22.695255,11584900
2013-01-15,33.709999,34.720001,33.709999,34.599998,23.034788,13040200
2013-01-16,34.470001,35.540001,34.450001,35.540001,23.660583,16512700
2013-01-17,35.750000,36.700001,35.750000,36.419998,24.246439,14424800
2013-01-18,36.430000,37.320000,36.040001,37.320000,24.845612,17842200
2013-01-22,36.980000,37.250000,35.930000,36.419998,24.246439,15809700
2013-01-23,36.910000,37.840000,36.500000,37.799999,25.165174,10981600
2013-01-24,37.790001,38.520000,37.230000,37.459999,24.938810,11327100
2013-01-25,37.520000,37.840000,36.639999,37.599998,25.032015,8934600
2013-01-28,37.650002,37.869999,36.709999,36.889999,24.559345,7140100
2013-01-29,36.709999,37.459999,36.250000,37.310001,24.838951,8838500
2013-01-30,36.810001,37.529999,36.810001,36.930000,24.585972,10841800
2013-01-31,36.840000,36.930000,36.270000,36.689999,24.426191,10720700
2013-02-01,36.840000,37.200001,36.520000,37.180000,24.752407,9527500
2013-02-04,36.639999,37.299999,36.549999,37.279999,24.818987,6348000
2013-02-05,37.419998,37.730000,37.180000,37.200001,24.765726,7284400
2013-02-06,36.959999,37.279999,36.860001,37.139999,24.725782,5738900
2013-02-07,37.570000,37.570000,35.799999,36.419998,24.246439,9872500
2013-02-08,36.369999,36.419998,35.830002,36.250000,24.133268,13858700
2013-02-11,36.130001,36.180000,35.750000,35.849998,23.866970,6032100
2013-02-12,35.770000,35.900002,35.200001,35.419998,23.580690,7473800
2013-02-13,35.419998,35.570000,35.150002,35.270000,23.480841,4859800
2013-02-14,35.049999,36.730000,35.009998,36.570000,24.346306,7570100
2013-02-15,36.930000,37.810001,36.930000,37.580002,25.018713,13296300
2013-02-19,37.540001,38.330002,37.110001,38.189999,25.424812,8292700
2013-02-20,38.160000,39.130001,37.610001,38.610001,25.704430,8096400
2013-02-21,38.490002,39.029999,38.189999,38.779999,25.817602,7260900
2013-02-22,38.790001,38.849998,38.139999,38.459999,25.604565,4490400
2013-02-25,38.540001,38.610001,37.369999,37.369999,24.878901,4665600
2013-02-26,37.599998,37.599998,36.959999,37.090000,24.692493,4463000
2013-02-27,36.970001,36.980000,36.400002,36.730000,24.452820,12238400
2013-02-28,36.660000,37.139999,36.500000,36.919998,24.579311,10321000
2013-03-01,36.799999,38.070000,36.549999,37.810001,25.171841,8929400
2013-03-04,37.529999,38.250000,37.529999,38.240002,25.458099,5420800
2013-03-05,38.450001,38.570000,37.290001,37.509998,24.972101,6650400
2013-03-06,37.560001,37.860001,37.369999,37.740002,25.125233,5489500
2013-03-07,37.650002,38.009998,37.439999,37.490002,24.958794,4442500
2013-03-08,37.639999,37.650002,37.160000,37.340000,24.858925,4114500
2013-03-11,37.250000,38.150002,37.080002,37.669998,25.078627,4614400
2013-03-12,37.700001,38.299999,37.049999,37.169998,24.745749,6523900
2013-03-13,37.200001,37.590000,37.040001,37.169998,24.745749,3710600
2013-03-14,37.430000,37.590000,36.860001,37.560001,25.005390,9859700
2013-03-15,37.439999,38.540001,37.279999,38.500000,25.631191,12208300
2013-03-18,38.049999,38.490002,37.990002,38.160000,25.404842,5178700
2013-03-19,38.250000,38.400002,37.840000,38.360001,25.537987,5108400
2013-03-20,38.500000,39.189999,38.410000,39.060001,26.004013,7072900
2013-03-21,38.820000,38.970001,38.480000,38.490002,25.624544,4736100
2013-03-22,38.570000,38.970001,38.299999,38.970001,25.944092,3323400
2013-03-25,39.119999,39.520000,38.930000,39.320000,26.177103,6065000
2013-03-26,39.570000,40.520000,39.570000,40.209999,26.769604,7249500
2013-03-27,40.220001,40.290001,39.660000,40.150002,26.729675,4274800
2013-03-28,40.259998,40.799999,39.779999,40.779999,27.149094,7263400
2013-04-01,39.959999,41.139999,39.959999,41.119999,27.375450,5740000
2013-04-02,41.220001,41.220001,40.520000,40.709999,27.102489,5510700
2013-04-03,40.750000,41.450001,40.349998,40.570000,27.009285,4122100
2013-04-04,40.770000,41.779999,40.619999,41.599998,27.695002,20687600
2013-04-05,41.310001,41.500000,41.090000,41.310001,27.501945,14089800
2013-04-08,41.270000,41.869999,41.070000,41.770000,27.808178,16449200
2013-04-09,41.959999,43.560001,41.799999,42.549999,28.327463,8673900
2013-04-10,42.650002,43.770000,42.500000,43.619999,29.039803,7809200
2013-04-11,43.419998,43.709999,43.110001,43.200001,29.026373,6494100
2013-04-12,42.970001,43.290001,42.619999,43.090000,28.952471,4199800
2013-04-15,42.869999,43.029999,41.410000,41.439999,27.843819,7152500
2013-04-16,41.669998,42.529999,41.130001,42.450001,28.522444,6998000
2013-04-17,42.139999,42.430000,41.419998,42.240002,28.381350,5046200
2013-04-18,42.369999,42.639999,41.889999,42.320000,28.435087,5009000
2013-04-19,42.509998,42.580002,42.200001,42.389999,28.482124,6493200
2013-04-22,43.000000,44.830002,42.880001,44.200001,29.698278,8531300
2013-04-23,44.610001,46.320000,44.400002,45.139999,30.329876,9378100
2013-04-24,45.139999,45.340000,43.939999,44.320000,29.778904,5541300
2013-04-25,44.750000,44.790001,43.759998,44.240002,29.725157,5236900
2013-04-26,44.950001,46.310001,44.750000,45.840000,30.800205,10096800
